Num,Prio,Summary,Resolver_group,Active,Summary_Clean,Summary_Clean_lemmatized,Final_cleaned,Resolver_group_Clean,Resolver_group_Clean_lemmatized,topic,top_words
INC0113187,3 - Moderate,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down,Network Support,False,tier 3  critical device down ukredtz300f01,tier 3   critical device down ukredtz300f01,network support,                network support,                 network support,11,critical-device
INC0113188,2 - High, NODE ALERT: ITEST2.WESCOHQ.COM is Down,JDE CNC Technical,False,            node alert itest2wescohqcom is down,             node alert itest2wescohqcom be down,jde cnc,              jde cnc technical,               jde cnc technical,2,baseline-services_window
INC0113189,3 - Moderate,ALERT: DISK SPACE on XA6528-C:\ Label: 88E6AF70 has currently 20 % is available,Citrix Support,False,alert disk space on xa6528c label 88e6af70,alert disk space on xa6528c label 88e6af70,citrix support,                 citrix support,                  citrix support,7,disk-space
INC0113193,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-BI02 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113194,3 - Moderate,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %,Windows Support,False,warning alert memory utilization on gbvvscl3 i,warn alert memory utilization on gbvvscl3 I,windows support,                windows support,                 window support,9,gbvvscl3-warn
INC0113196,3 - Moderate,Warning Alert: Memory Utilization on GBVVSSQ10 is : 95 %,Windows Support,False,warning alert memory utilization on gbvvssq10 ,warn alert memory utilization on gbvvssq10,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0113197,3 - Moderate,Alert: Memory Utilization on apexprd-ora01.haasgroupintl.com is warning,Linux Support,False,alert memory utilization on apexprdora01haas,alert memory utilization on apexprdora01haas,linux support,                  linux support,                   linux support,11,critical-device
INC0113198,2 - High,Alert: CPU Utilization on IESPRODFRS is Critical	,Windows Support,False,alert cpu utilization on iesprodfrs is criticalt,alert cpu utilization on iesprodfrs be criticalt,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0113199,4 - Low, NODE ALERT: VALJDELOG01 has rebooted,JDE CNC Technical,False,              node alert valjdelog01 has rebooted,               node alert valjdelog01 have reboot,jde cnc,              jde cnc technical,               jde cnc technical,3,node-reboot
INC0113200,4 - Low, NODE ALERT: DEVJDEJAS2 has rebooted,JDE CNC Technical,False,               node alert devjdejas2 has rebooted,                node alert devjdejas2 have reboot,jde cnc,              jde cnc technical,               jde cnc technical,3,node-reboot
INC0113202,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-JUMPBOX01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113203,2 - High,Critical Alert: Memory Utilization on SGSVSFS0 is : 98 %,Windows Support,False,critical alert memory utilization on sgsvsfs0 ,critical alert memory utilization on sgsvsfs0,windows support,                windows support,                 window support,12,tier-critical
INC0113205,4 - Low,Alert: CPU Utilization on tcmdev-ora01 is Warning,Linux Support,False, alert cpu utilization on tcmdevora01 is warning,  alert cpu utilization on tcmdevora01 be warn,linux support,                  linux support,                   linux support,1,cpu-utilization
INC0113207,3 - Moderate,Warning Alert: Memory Utilization on SGSVSFS0 is : 97 %,Windows Support,False,warning alert memory utilization on sgsvsfs0 i,warn alert memory utilization on sgsvsfs0 I,windows support,                windows support,                 window support,13,memory-warn
INC0113208,3 - Moderate,Alert: CPU Utilization on aus-esx13.haasgroupintl.com is Warning	,Windows Support,False,alert cpu utilization on ausesx13haasgroupin,alert cpu utilization on ausesx13haasgroupin,windows support,                windows support,                 window support,2,baseline-services_window
INC0113209,3 - Moderate,ALERT: DISK SPACE on XA6512-C:\ Label: 88E6AF70 has currently 19 % is available,Citrix Support,False,alert disk space on xa6512c label 88e6af70,alert disk space on xa6512c label 88e6af70,citrix support,                 citrix support,                  citrix support,7,disk-space
INC0113210,2 - High,Alert: CPU Utilization on GBVVSDV0 is Critical	,Windows Support,False,  alert cpu utilization on gbvvsdv0 is criticalt,   alert cpu utilization on gbvvsdv0 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0113211,2 - High,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws01.tcmis.com is Down,Linux Support,False,critical alert  a tcmis services 20 component,critical alert   a tcmis service 20 component,linux support,                  linux support,                   linux support,11,critical-device
INC0113212,2 - High,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws01.tcmis.com is Down,Linux Support,False,alert  a m5 monitoring tomcat component  on tc,alert   a m5 monitoring tomcat component   on tc,linux support,                  linux support,                   linux support,6,component-microsoft
INC0113214,2 - High,Critical ALERT:  A Baseline Services_Windows component  on XA6507 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113215,2 - High,Critical ALERT:  A Baseline Services_Windows component  on XA6544 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113216,2 - High,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Critical	,Windows Support,False,alert cpu utilization on ausesx17haasgroupin,alert cpu utilization on ausesx17haasgroupin,windows support,                windows support,                 window support,7,disk-space
INC0113217,3 - Moderate,Warning Alert: Memory Utilization on USAVSMS0 is : 94 %,Windows Support,False,warning alert memory utilization on usavsms0 i,warn alert memory utilization on usavsms0 I,windows support,                windows support,                 window support,7,disk-space
INC0113218,3 - Moderate,Warning Alert: Memory Utilization on SGSVSFS1 is : 97 %,Windows Support,False,warning alert memory utilization on sgsvsfs1 i,warn alert memory utilization on sgsvsfs1 I,windows support,                windows support,                 window support,13,memory-warn
INC0113220,3 - Moderate,Warning Alert: Memory Utilization on GBVVSSQ10 is : 94 %,Windows Support,False,warning alert memory utilization on gbvvssq10 ,warn alert memory utilization on gbvvssq10,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0113222,4 - Low,ALERT: DISK SPACE on NIMBUS-C:\ Label: F07BBA16 has currently 10 % is available,Windows Support,False,alert disk space on nimbusc label f07bba16,alert disk space on nimbusc label f07bba16,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0113223,3 - Moderate,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,Windows Support,False,warning alert memory utilization on gbvfsmo0 i,warn alert memory utilization on gbvfsmo0 I,windows support,                windows support,                 window support,13,memory-warn
INC0113224,2 - High,Alert: CPU Utilization on G-OPTIOPD is Critical	,Windows Support,False, alert cpu utilization on goptiopd is criticalt,  alert cpu utilization on goptiopd be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0113227,3 - Moderate,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	,Windows Support,False,alert cpu utilization on ausesx17haasgroupin,alert cpu utilization on ausesx17haasgroupin,windows support,                windows support,                 window support,7,disk-space
INC0113228,3 - Moderate,Alert: CPU Utilization on AUS-MCL01 is Warning	,Windows Support,False,  alert cpu utilization on ausmcl01 is warningt,   alert cpu utilization on ausmcl01 be warningt,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0113229,3 - Moderate,Warning Alert: Memory Utilization on VALEXCHMS01 is : 94 %,Windows Support,False,warning alert memory utilization on valexchms0,warn alert memory utilization on valexchms0,windows support,                windows support,                 window support,13,memory-warn
INC0113232,2 - High, NODE ALERT: GBVVSSQ6 is Down,Windows Support,False,                      node alert gbvvssq6 is down,                       node alert gbvvssq6 be down,windows support,                windows support,                 window support,14,point-wpm
INC0113233,2 - High,NODE ALERT: GBVCLSQ2-PRESS is Down,Windows Support,False,                node alert gbvclsq2press is down,                 node alert gbvclsq2press be down,windows support,                windows support,                 window support,3,node-reboot
INC0113235,2 - High,Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0113236,3 - Moderate,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %,Windows Support,False,warning alert memory utilization on gbvvscl3 i,warn alert memory utilization on gbvvscl3 I,windows support,                windows support,                 window support,9,gbvvscl3-warn
INC0113239,2 - High,Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %,Windows Support,False,critical alert memory utilization on gbvvsms4 ,critical alert memory utilization on gbvvsms4,windows support,                windows support,                 window support,1,cpu-utilization
INC0113240,3 - Moderate,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down usken891hxlr,tier 3   critical device down usken891hxlr,network support,                network support,                 network support,9,gbvvscl3-warn
INC0113241,2 - High,Alert: CPU Utilization on GBVVSDV0 is Critical	,Windows Support,False,  alert cpu utilization on gbvvsdv0 is criticalt,   alert cpu utilization on gbvvsdv0 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0113242,4 - Low,Alert: Memory Utilization on apexappdev-ora01 is warning,Linux Support,False,alert memory utilization on apexappdevora01 i,alert memory utilization on apexappdevora01 I,linux support,                  linux support,                   linux support,13,memory-warn
INC0113243,3 - Moderate,Warning Alert: Memory Utilization on GBVVSMS4 is : 95 %,Windows Support,False,warning alert memory utilization on gbvvsms4 i,warn alert memory utilization on gbvvsms4 I,windows support,                windows support,                 window support,1,cpu-utilization
INC0113244,3 - Moderate,Warning Alert: Memory Utilization on GBVFSMO0 is : 95 %,Windows Support,False,warning alert memory utilization on gbvfsmo0 i,warn alert memory utilization on gbvfsmo0 I,windows support,                windows support,                 window support,13,memory-warn
INC0113245,2 - High,TIER 1 - CRITICAL ALERT: IL-AKK-2960X-IDF-S01.wescoaircraft.com is Down,Network Support,False,tier 1  critical alert ilakk2960xidfs01w,tier 1   critical alert ilakk2960xidfs01w,network support,                network support,                 network support,12,tier-critical
INC0113246,4 - Low,ALERT: DISK SPACE on PLCVSMS0-C:\ Label: E24B5BD8 has currently 9 % is available,Windows Support,False,alert disk space on plcvsms0c label e24b5b,alert disk space on plcvsms0c label e24b5b,windows support,                windows support,                 window support,3,node-reboot
INC0113252,2 - High,Alert: CPU Utilization on IESPRODFRS is Critical	,Windows Support,False,alert cpu utilization on iesprodfrs is criticalt,alert cpu utilization on iesprodfrs be criticalt,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0113253,3 - Moderate,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,Windows Support,False,warning alert memory utilization on gbvfsmo0 i,warn alert memory utilization on gbvfsmo0 I,windows support,                windows support,                 window support,13,memory-warn
INC0113254,2 - High,Critical ALERT:  A Baseline Services_Windows component  on SINGAPORE-FILE1 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113255,2 - High,TIER 1 - CRITICAL ALERT: US-McD-4351-R01.wescoaircraft.com is Down,Network Support,False,tier 1  critical alert usmcd4351r01wescoa,tier 1   critical alert usmcd4351r01wescoa,network support,                network support,                 network support,12,tier-critical
INC0113256,2 - High, NODE ALERT: GAAT2-DC02 is Down,Windows Support,False,                    node alert gaat2dc02 is down,                     node alert gaat2dc02 be down,windows support,                windows support,                 window support,3,node-reboot
INC0113257,2 - High, NODE ALERT: GAAT2-PRT01 is Down,Windows Support,False,                   node alert gaat2prt01 is down,                    node alert gaat2prt01 be down,windows support,                windows support,                 window support,3,node-reboot
INC0113258,2 - High, NODE ALERT: GAAT2-FS01 is Down,Windows Support,False,                    node alert gaat2fs01 is down,                     node alert gaat2fs01 be down,windows support,                windows support,                 window support,3,node-reboot
INC0113259,2 - High, NODE ALERT: GAAT2-DC01 is Down,Windows Support,False,                    node alert gaat2dc01 is down,                     node alert gaat2dc01 be down,windows support,                windows support,                 window support,3,node-reboot
INC0113260,2 - High,NODE ALERT: gaat2-cluster-01.haasgroupintl.com is Down,Backup Support,False,node alert gaat2cluster01haasgroupintlcom ,node alert gaat2cluster01haasgroupintlcom,backup support,                 backup support,                  backup support,3,node-reboot
INC0113261,2 - High,TIER 1 - CRITICAL ALERT: US-McD-9300-Core-S01.wescoaircraft.com is Down,Network Support,False,tier 1  critical alert usmcd9300cores01w,tier 1   critical alert usmcd9300cores01w,network support,                network support,                 network support,12,tier-critical
INC0113262,2 - High,TIER 1 - CRITICAL ALERT: WAN OUTAGE 12 on US-McD-4351-R02.wescoaircraft.com,Network Support,False,tier 1  critical alert wan outage 12 on usmc,tier 1   critical alert wan outage 12 on usmc,network support,                network support,                 network support,14,point-wpm
INC0113263,2 - High,TIER 1 - CRITICAL ALERT: WAN OUTAGE 12 on US-McD-4351-R02.wescoaircraft.com,Network Support,False,tier 1  critical alert wan outage 12 on usmc,tier 1   critical alert wan outage 12 on usmc,network support,                network support,                 network support,14,point-wpm
INC0113264,2 - High,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,Windows Support,False,critical alert  a distributed file system dfs,critical alert   a distribute file system dfs,windows support,                windows support,                 window support,4,inban2921r01-device
INC0113265,2 - High,ESX ALERT: gaat2-esx01.haasgroupintl.com is Down,Windows Support,False,  esx alert gaat2esx01haasgroupintlcom is down,   esx alert gaat2esx01haasgroupintlcom be down,windows support,                windows support,                 window support,10,esx-utilization
INC0113266,2 - High,TIER 1 - CRITICAL ALERT: WAN OUTAGE 12 on US-McD-4351-R01.wescoaircraft.com,Network Support,False,tier 1  critical alert wan outage 12 on usmc,tier 1   critical alert wan outage 12 on usmc,network support,                network support,                 network support,14,point-wpm
INC0113267,2 - High,TIER 1 - CRITICAL ALERT: WAN OUTAGE 12 on US-McD-4351-R01.wescoaircraft.com,Network Support,False,tier 1  critical alert wan outage 12 on usmc,tier 1   critical alert wan outage 12 on usmc,network support,                network support,                 network support,14,point-wpm
INC0113272,2 - High,TIER 1 - CRITICAL ALERT: US-SAV-2921-R01.wescoaircraft.com is Down,Network Support,False,tier 1  critical alert ussav2921r01wescoa,tier 1   critical alert ussav2921r01wescoa,network support,                network support,                 network support,0,group-network
INC0113273,2 - High,ESX ALERT: Savannah-ESX01.haasgroupintl.com is Down,Windows Support,False,esx alert savannahesx01haasgroupintlcom is ,esx alert savannahesx01haasgroupintlcom be,windows support,                windows support,                 window support,10,esx-utilization
INC0113274,2 - High, NODE ALERT: GASA-SRVR01 is Down,Windows Support,False,                   node alert gasasrvr01 is down,                    node alert gasasrvr01 be down,windows support,                windows support,                 window support,7,disk-space
INC0113275,2 - High, NODE ALERT: Savannah-DC01 is Down,Windows Support,False,                 node alert savannahdc01 is down,                  node alert savannahdc01 be down,windows support,                windows support,                 window support,3,node-reboot
INC0113276,2 - High, NODE ALERT: Savannah-AIMS is Down,Windows Support,False,                 node alert savannahaims is down,                  node alert savannahaim be down,windows support,                windows support,                 window support,0,group-network
INC0113277,3 - Moderate,Alert: CPU Utilization on G-OPTIOPD is Warning	,Windows Support,False,  alert cpu utilization on goptiopd is warningt,   alert cpu utilization on goptiopd be warningt,windows support,                windows support,                 window support,1,cpu-utilization
INC0113278,2 - High,Critical ALERT:  A Microsoft IIS component  on USAUWCSAPP01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0113279,2 - High,Critical ALERT:  A Baseline Services_Windows component  on yokneam-wds is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113281,2 - High,Critical ALERT:  A Baseline Services_Windows component  on PLWRWDS1 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113282,2 - High,Alert: CPU Utilization on AUS-NETMON is Critical	,Windows Support,False,alert cpu utilization on ausnetmon is criticalt,alert cpu utilization on ausnetmon be criticalt,windows support,                windows support,                 window support,2,baseline-services_window
INC0113286,2 - High,Alert: CPU Utilization on PLWRDHCP1 is Critical	,Windows Support,False, alert cpu utilization on plwrdhcp1 is criticalt,  alert cpu utilization on plwrdhcp1 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0113287,2 - High,Alert: CPU Utilization on PLWRWDS1 is Critical	,Windows Support,False,  alert cpu utilization on plwrwds1 is criticalt,   alert cpu utilization on plwrwds1 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0113288,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-BI02 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113289,3 - Moderate,Alert: CPU Utilization on G-OPTIOPD is Warning	,Windows Support,False,  alert cpu utilization on goptiopd is warningt,   alert cpu utilization on goptiopd be warningt,windows support,                windows support,                 window support,1,cpu-utilization
INC0113290,2 - High,Alert: Memory Utilization on rtfprd-proxy04.haasgroupintl.com is in Critical,Linux Support,False,alert memory utilization on rtfprdproxy04haa,alert memory utilization on rtfprdproxy04haa,linux support,                  linux support,                   linux support,11,critical-device
INC0113292,3 - Moderate,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down inban2921r01,tier 3   critical device down inban2921r01,network support,                network support,                 network support,4,inban2921r01-device
INC0113293,3 - Moderate,TIER 3 - Critical Device Down: SA-TAI-C1113-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down sataic1113r01,tier 3   critical device down sataic1113r01,network support,                network support,                 network support,12,tier-critical
INC0113296,3 - Moderate,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Taiff - EMEA Typhoon CSF, Building 2192, King Fahad Air Base, Taiff, Saudi Arabia",Network Support,False,group alert group is down  network team ticke,group alert group be down   network team ticke,network support,                network support,                 network support,0,group-network
INC0113298,3 - Moderate,TIER 3 - Critical Device Down: CA-QUE-BOM1-C1111-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down caquebom1c111,tier 3   critical device down caquebom1c111,network support,                network support,                 network support,12,tier-critical
INC0113299,2 - High,Critical Alert: Memory Utilization on AUS-BIPRD-PUB01 is : 99 %,Windows Support,False,critical alert memory utilization on ausbiprd,critical alert memory utilization on ausbiprd,windows support,                windows support,                 window support,13,memory-warn
INC0113301,3 - Moderate,GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - BOM: Saint-Laur?ent (Plant 1) - AMER - Retorno El Marques #4F Parque Industrial El Marques Bombardier,Network Support,False,group alert group is down  network team ticke,group alert group be down   network team ticke,network support,                network support,                 network support,0,group-network
INC0113302,2 - High,Critical ALERT:  A Baseline Services_Windows component  on MXCH-FILE01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113303,2 - High,Critical ALERT:  A monitoringhost component  on AUS-BIPRD-PUB01 is in a current state of: Down,Windows Support,False,critical alert  a monitoringhost component  on,critical alert   a monitoringhost component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0113304,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-SCRIPT01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113305,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-BIPRD-FILE1 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113306,2 - High,Alert: CPU Utilization on AUS-SCCM01 is Critical	,Windows Support,False,alert cpu utilization on aussccm01 is criticalt,alert cpu utilization on aussccm01 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0113307,2 - High,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,Windows Support,False,critical alert  a distributed file system dfs,critical alert   a distribute file system dfs,windows support,                windows support,                 window support,4,inban2921r01-device
INC0113309,2 - High,Alert: CPU Utilization on MXCH-FILE01 is Critical	,Windows Support,False,alert cpu utilization on mxchfile01 is critic,alert cpu utilization on mxchfile01 be critic,windows support,                windows support,                 window support,10,esx-utilization
INC0113310,2 - High,Alert: CPU Utilization on TXNL-KOFAX01 is Critical	,Windows Support,False,alert cpu utilization on txnlkofax01 is criti,alert cpu utilization on txnlkofax01 be criti,windows support,                windows support,                 window support,1,cpu-utilization
INC0113311,2 - High,Alert: CPU Utilization on AUSOFF-FILE01 is Critical	,Windows Support,False,alert cpu utilization on ausofffile01 is crit,alert cpu utilization on ausofffile01 be crit,windows support,                windows support,                 window support,14,point-wpm
INC0113312,3 - Moderate,Warning Alert: Memory Utilization on VALEXCHMS01 is : 94 %,Windows Support,False,warning alert memory utilization on valexchms0,warn alert memory utilization on valexchms0,windows support,                windows support,                 window support,13,memory-warn
INC0113316,2 - High,Critical Alert: Memory Utilization on VALFILE01V is : 99 %,Windows Support,False,critical alert memory utilization on valfile01,critical alert memory utilization on valfile01,windows support,                windows support,                 window support,1,cpu-utilization
INC0113317,2 - High,Critical ALERT:  A Baseline Services_Windows component  on CAV-ADPETIME01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0113318,3 - Moderate,"Critical Alert :  The SQL service ""SQL Server Agent"" on USAVSMS0 is in Down",MS SQL Database Support,False,critical alert   the sql service sql server a,critical alert    the sql service sql server a,ms sql database support,        ms sql database support,         ms sql database support,6,component-microsoft
INC0113319,3 - Moderate,Warning Alert: Memory Utilization on VALFILE01V is : 96 %,Windows Support,False,warning alert memory utilization on valfile01v,warn alert memory utilization on valfile01v,windows support,                windows support,                 window support,13,memory-warn
INC0113320,2 - High,Alert: CPU Utilization on GBVVSDV1 is Critical	,Windows Support,False,  alert cpu utilization on gbvvsdv1 is criticalt,   alert cpu utilization on gbvvsdv1 be criticalt,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0113321,2 - High,Alert: CPU Utilization on CAV-ADPETIME01 is Critical	,Windows Support,False,alert cpu utilization on cavadpetime01 is cri,alert cpu utilization on cavadpetime01 be cri,windows support,                windows support,                 window support,1,cpu-utilization
INC0113322,2 - High,Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0113323,3 - Moderate,Alert: CPU Utilization on AUS-MCL01 is Warning	,Windows Support,False,  alert cpu utilization on ausmcl01 is warningt,   alert cpu utilization on ausmcl01 be warningt,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0113325,2 - High,Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %,Windows Support,False,critical alert memory utilization on gbvvsms4 ,critical alert memory utilization on gbvvsms4,windows support,                windows support,                 window support,1,cpu-utilization
INC0113326,3 - Moderate,Warning Alert: Memory Utilization on GBVVSMS4 is : 95 %,Windows Support,False,warning alert memory utilization on gbvvsms4 i,warn alert memory utilization on gbvvsms4 I,windows support,                windows support,                 window support,1,cpu-utilization
INC0113327,3 - Moderate,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,Windows Support,False,warning alert memory utilization on gbvfsmo0 i,warn alert memory utilization on gbvfsmo0 I,windows support,                windows support,                 window support,13,memory-warn
INC0113329,3 - Moderate,Alert: Memory Utilization on rtfprd-proxy04.haasgroupintl.com is warning,Linux Support,False,alert memory utilization on rtfprdproxy04haa,alert memory utilization on rtfprdproxy04haa,linux support,                  linux support,                   linux support,11,critical-device
INC0113330,3 - Moderate,Warning Alert: Memory Utilization on GBVVSCM1 is : 94 %,Windows Support,False,warning alert memory utilization on gbvvscm1 i,warn alert memory utilization on gbvvscm1 I,windows support,                windows support,                 window support,10,esx-utilization
INC0113331,3 - Moderate,Warning Alert: Memory Utilization on APPSERVER01 is : 94 %,Windows Support,False,warning alert memory utilization on appserver0,warn alert memory utilization on appserver0,windows support,                windows support,                 window support,1,cpu-utilization
INC0113332,2 - High,Critical ALERT:  A Microsoft IIS component  on G-ECOMWEB1 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0113333,2 - High,Critical ALERT:  A eCommerce url component  on G-ECOMWEB1 is in a current state of: Down,Windows Support,False,critical alert  a ecommerce url component  on ,critical alert   a ecommerce url component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0113335,3 - Moderate,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down inban2960ss01,tier 3   critical device down inban2960ss01,network support,                network support,                 network support,11,critical-device
INC0113336,3 - Moderate,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down inban2921r01,tier 3   critical device down inban2921r01,network support,                network support,                 network support,4,inban2921r01-device
INC0113337,2 - High,Critical ALERT:  A eCommerce url component  on G-ECOMWEB1 is in a current state of: Down,Windows Support,False,critical alert  a ecommerce url component  on ,critical alert   a ecommerce url component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0113338,2 - High,Critical ALERT:  A ecommerce component  on G-ECOMWEB1 is in a current state of: Down,Windows Support,False,critical alert  a ecommerce component  on gec,critical alert   a ecommerce component   on gec,windows support,                windows support,                 window support,6,component-microsoft
INC0113340,2 - High,Critical ALERT:  A ecommerce component  on G-ECOMWEB1 is in a current state of: Down,Windows Support,False,critical alert  a ecommerce component  on gec,critical alert   a ecommerce component   on gec,windows support,                windows support,                 window support,6,component-microsoft
INC0113341,2 - High,Critical ALERT:  A QVS.exe component  on AUS-BIPRD-N1 is in a current state of: Down,Windows Support,False,critical alert  a qvsexe component  on ausbi,critical alert   a qvsexe component   on ausbi,windows support,                windows support,                 window support,14,point-wpm
INC0113342,2 - High,Critical ALERT:  A QVS.exe component  on AUS-BIPRD-N2 is in a current state of: Down,Windows Support,False,critical alert  a qvsexe component  on ausbi,critical alert   a qvsexe component   on ausbi,windows support,                windows support,                 window support,14,point-wpm
INC0113343,2 - High,Critical ALERT:  GROUP ALERT: Group is Down - APPLICATION - Qlik View,Windows Support,False,critical alert  group alert group is down  a,critical alert   group alert group be down   a,windows support,                windows support,                 window support,0,group-network
INC0113344,2 - High,WPM Critical Alert : A Qlikview_Access Point - SCA_Procurement transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview_access point  ,wpm critical alert   a qlikview_access point  ,business intelligence support,business intelligence  support ,business intelligence   support,14,point-wpm
INC0113345,2 - High,WPM Critical Alert : A qlikview transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview transaction sta,wpm critical alert   a qlikview transaction sta,business intelligence support,business intelligence  support ,business intelligence   support,9,gbvvscl3-warn
INC0113346,2 - High,WPM Critical Alert : A Qlikview_Access Point - sca_customer_alignment.qvw transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview_access point  ,wpm critical alert   a qlikview_access point  ,business intelligence support,business intelligence  support ,business intelligence   support,14,point-wpm
INC0113347,2 - High,WPM Critical Alert : A Qlikview_Access Point - SALES_4_CORNER_DASHBOARD.QVW transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview_access point  ,wpm critical alert   a qlikview_access point  ,business intelligence support,business intelligence  support ,business intelligence   support,14,point-wpm
INC0113348,2 - High,WPM Critical Alert : A Qlikview_Access Point - SCA_Supplier_Scorecard transaction state is Down,Business Intelligence  Support ,False,wpm critical alert  a qlikview_access point  ,wpm critical alert   a qlikview_access point  ,business intelligence support,business intelligence  support ,business intelligence   support,14,point-wpm
